date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:11:48	624710/624710	U-----	200	untouched ('')	application/javascript	etag:W/%224e7ffd7e9e9ee5798caa62724b2e9d74%22	https://clai2faz.wixsite.com/_partials/wix-bolt/1.3867.0/node_modules/viewer-platform-worker/dist/bolt-worker.js	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/_partials/wix-bolt/1.3867.0/node_modules/viewer-platform-worker/dist/bolt-worker.js	(from https://clai2faz.wixsite.com/clai2faz)
05:12:00	461212/461212	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:11:48%20GMT	https://clai2faz.wixsite.com/clai2faz/clai2faz--	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/clai2faz--.html	(from https://clai2faz.wixsite.com/clai2faz)
05:12:01	485423/485423	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:11:48%20GMT	https://clai2faz.wixsite.com/clai2faz/about	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/about.html	(from https://clai2faz.wixsite.com/clai2faz)
05:12:06	55753/55753	U-----	200	untouched ('')	image/jpeg	etag:%226f702c7c8dfff6d6939e58bf8d5396eb%22	https://static.wixstatic.com/media/3fbc45_cb75dfef425f4fc098cd11720b534aa6~mv2_d_2592_1936_s_2.jpg/v1/fill/w_480,h_359,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_cb75dfef425f4fc098cd11720b534aa6~mv2_d_2592_1936_s_2.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_cb75dfef425f4fc098cd11720b534aa6_mv2_d_2/v1/fill/w_480,h_359,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_cb75dfef425f4fc098cd11720b534aa6_mv2_d_2592_1936_s_2.jpg	(from https://clai2faz.wixsite.com/clai2faz)
05:12:07	362029/362029	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:11:49%20GMT	https://clai2faz.wixsite.com/clai2faz/contes	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/contes.html	(from https://clai2faz.wixsite.com/clai2faz)
05:12:07	392225/392225	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:12:01%20GMT	https://clai2faz.wixsite.com/clai2faz/music	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/music.html	(from https://clai2faz.wixsite.com/clai2faz)
05:12:07	377324/377324	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:12:01%20GMT	https://clai2faz.wixsite.com/clai2faz/events	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/events.html	(from https://clai2faz.wixsite.com/clai2faz)
05:12:07	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Oct%202019%2003:12:07%20GMT	https://clai2faz.wixsite.com/clai2faz/robots.txt	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/robots.txt	(from https://clai2faz.wixsite.com/clai2faz/clai2faz--)
05:12:08	458989/458989	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:12:07%20GMT	https://clai2faz.wixsite.com/clai2faz/evt	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/evt.html	(from https://clai2faz.wixsite.com/clai2faz)
05:12:08	469724/469724	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:12:07%20GMT	https://clai2faz.wixsite.com/clai2faz/contact	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/contact.html	(from https://clai2faz.wixsite.com/clai2faz)
05:12:08	361104/361104	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:12:08%20GMT	https://clai2faz.wixsite.com/clai2faz/livredor	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/livredor.html	(from https://clai2faz.wixsite.com/clai2faz)
05:12:08	564588/564588	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:12:07%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/gallery.html	(from https://clai2faz.wixsite.com/clai2faz)
05:12:08	357780/357780	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:12:08%20GMT	https://clai2faz.wixsite.com/clai2faz/on-ecrit-vos-chansons	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/on-ecrit-vos-chansons.html	(from https://clai2faz.wixsite.com/clai2faz)
05:12:09	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Oct%202019%2003:12:08%20GMT	https://clai2faz.wixsite.com/clai2faz/feed.xml	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/feed.xml	(from https://clai2faz.wixsite.com/clai2faz/clai2faz--)
05:12:10	467695/467695	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:12:09%20GMT	https://clai2faz.wixsite.com/clai2faz/inscription	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/inscription.html	(from https://clai2faz.wixsite.com/clai2faz)
05:12:10	15698/15698	U-----	200	untouched ('')	image/jpeg	etag:%22dbab1f66e369c86ead8c5df4e71f0eb7%22	https://static.wixstatic.com/media/3fbc45_08aea7b0df9041518d90025e5e20d72e.jpg/v1/fill/w_169,h_238,al_c,q_80,usm_0.66_1.00_0.01,blur_3/3fbc45_08aea7b0df9041518d90025e5e20d72e.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_08aea7b0df9041518d90025e5e20d72e.jpg/v1/fill/w_169,h_238,al_c,q_80,usm_0.66_1.00_0.01,blur_3/3fbc45_08aea7b0df9041518d90025e5e20d72e.jpg	(from https://clai2faz.wixsite.com/clai2faz)
05:12:10	4348/4348	U-----	200	untouched ('')	image/jpeg	etag:%22969e65de0474a63711d3061823acc084%22	https://static.wixstatic.com/media/3fbc45_705bec4c991dbb24385cf088c334fe19.jpg/v1/fill/w_102,h_60,al_c,q_80,usm_0.66_1.00_0.01,blur_3/3fbc45_705bec4c991dbb24385cf088c334fe19.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_705bec4c991dbb24385cf088c334fe19.jpg/v1/fill/w_102,h_60,al_c,q_80,usm_0.66_1.00_0.01,blur_3/3fbc45_705bec4c991dbb24385cf088c334fe19.jpg	(from https://clai2faz.wixsite.com/clai2faz)
05:12:11	5269/5269	U-----	200	untouched ('')	image/png	etag:%223975b654d63bc489dc85404f99710e90%22	http://static.wixstatic.com/media/0da768_0c5ce9e2ffa442bea0b79b690223a939~mv2.png	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/0da768_0c5ce9e2ffa442bea0b79b690223a939_mv2.png	(from https://clai2faz.wixsite.com/clai2faz)
05:12:11	483273/483273	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:12:09%20GMT	https://clai2faz.wixsite.com/clai2faz/book-online	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/book-online.html	(from https://clai2faz.wixsite.com/clai2faz)
05:12:24	9995/9995	U-----	200	untouched ('')	image/jpeg	etag:%227318f183dff38696c978cfd89c582c77%22	https://static.wixstatic.com/media/3fbc45_6037e9d5140440768aef12040247f3e6.jpg/v1/fill/w_240,h_159,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_6037e9d5140440768aef12040247f3e6.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_6037e9d5140440768aef12040247f3e6.jpg/v1/fill/w_240,h_159,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_6037e9d5140440768aef12040247f3e6.jpg	(from https://clai2faz.wixsite.com/clai2faz/clai2faz--)
05:12:25	57516/57516	U-----	200	untouched ('')	image/JPEG	etag:%22884708e8f68aefd83f24752455298ffe57516%22	https://static.wixstatic.com/media/3fbc45_31ad39680fce4526a4f3c0a390679917.jpg/v1/fill/w_480,h_360,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_31ad39680fce4526a4f3c0a390679917.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_31ad39680fce4526a4f3c0a390679917.jpg/v1/fill/w_480,h_360,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_31ad39680fce4526a4f3c0a390679917.jpg	(from https://clai2faz.wixsite.com/clai2faz/about)
05:12:26	58771/58771	U-----	200	untouched ('')	image/JPEG	etag:%220597f8c7af0cdb0b69212f0561fa608858771%22	https://static.wixstatic.com/media/3fbc45_d0deca0fbfb44f76ae8a6ecfc9f0d3a9.jpg/v1/fill/w_130,h_98,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_d0deca0fbfb44f76ae8a6ecfc9f0d3a9.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_d0deca0fbfb44f76ae8a6ecfc9f0d3a9.jpg/v1/fill/w_130,h_98,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_d0deca0fbfb44f76ae8a6ecfc9f0d3a9.jpg	(from https://clai2faz.wixsite.com/clai2faz/about)
05:12:27	1076/1076	U-----	200	untouched ('')	image/png	etag:%22e0256af112b8a61ccd3d05fa071f2ec3%22	https://static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/apple_box.png	C:/Mes%20Sites%20Web/Clai2Faz/static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/apple_box.png	(from https://clai2faz.wixsite.com/clai2faz/contes)
05:12:27	8774/8774	U-----	200	untouched ('')	image/jpeg	etag:%2286d65e57ad1a98deab7b15b2ff9ab244%22	https://static.wixstatic.com/media/3fbc45_50e5831720fa4497a1cf3f9afc8235e8f000.jpg/v1/fill/w_256,h_144,al_c,q_80,usm_0.33_1.00_0.00,blur_2/3fbc45_50e5831720fa4497a1cf3f9afc8235e8f000.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_50e5831720fa4497a1cf3f9afc8235e8f000.jpg/v1/fill/w_256,h_144,al_c,q_80,usm_0.33_1.00_0.00,blur_2/3fbc45_50e5831720fa4497a1cf3f9afc8235e8f000.jpg	(from https://clai2faz.wixsite.com/clai2faz/contes)
05:12:27	4349/4349	U--MCZ	200	updated ('OK')	text/xml	date:Sat,%2005%20Oct%202019%2003:12:10	https://clai2faz.wixsite.com/clai2faz/sitemap.xml	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/sitemap.xml	(from https://clai2faz.wixsite.com/clai2faz/clai2faz--)
05:13:16	6296/6296	U-----	200	untouched ('')	image/JPEG	etag:%221342a7bf8adc96a773ca652c850076156296%22	https://static.wixstatic.com/media/3fbc45_98ffaec451b54d53b0c66dd015f4eddd.jpg/v1/fill/w_130,h_117,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_98ffaec451b54d53b0c66dd015f4eddd.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_98ffaec451b54d53b0c66dd015f4eddd.jpg/v1/fill/w_130,h_117,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_98ffaec451b54d53b0c66dd015f4eddd.jpg	(from https://clai2faz.wixsite.com/clai2faz/about)
05:13:16	16747/16747	U-----	200	untouched ('')	image/PNG	etag:%22138c9795bf2465bf7ff4247e4c8d917e16747%22	https://static.wixstatic.com/media/3fbc45_18656d1732d94f8b89eb231238c01a34.jpg/v1/fill/w_91,h_91,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_18656d1732d94f8b89eb231238c01a34.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_18656d1732d94f8b89eb231238c01a34.jpg/v1/fill/w_91,h_91,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_18656d1732d94f8b89eb231238c01a34.png	(from https://clai2faz.wixsite.com/clai2faz/about)
05:13:17	44643/44643	U-----	200	untouched ('')	image/JPEG	etag:%22fb4e234d2a5636068f4e3c11efd3795644643%22	https://static.wixstatic.com/media/3fbc45_2ed3e1cb1e834325a1b26046c8e8243f~mv2.jpg/v1/crop/x_54,y_0,w_915,h_683/fill/w_121,h_90,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_2ed3e1cb1e834325a1b26046c8e8243f~mv2.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_2ed3e1cb1e834325a1b26046c8e8243f_mv2.jpg/v1/crop/x_54,y_0,w_915,h_683/fill/w_121,h_90,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_2ed3e1cb1e834325a1b26046c8e8243f_mv2.jpg	(from https://clai2faz.wixsite.com/clai2faz/about)
05:13:17	23823/23823	U-----	200	untouched ('')	image/JPEG	etag:%22e77e3d51666eb83a6fbfa4f4e22653cd23823%22	https://static.wixstatic.com/media/3fbc45_70e43e85a1554d52bd14eb6a37a34f76.jpg/v1/fill/w_196,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_3/3fbc45_70e43e85a1554d52bd14eb6a37a34f76.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_70e43e85a1554d52bd14eb6a37a34f76.jpg/v1/fill/w_196,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_3/3fbc45_70e43e85a1554d52bd14eb6a37a34f76.jpg	(from https://clai2faz.wixsite.com/clai2faz/about)
05:13:17	4366/4366	U-----	200	untouched ('')	image/JPEG	etag:%227325ca32f90828c80cdc6fbe07eaeb324366%22	https://static.wixstatic.com/media/3fbc45_86ca0cc875e3483ca94b23f2f49aa14f.jpg/v1/fill/w_79,h_62,al_c,q_80,usm_0.66_1.00_0.01,blur_3/3fbc45_86ca0cc875e3483ca94b23f2f49aa14f.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_86ca0cc875e3483ca94b23f2f49aa14f.jpg/v1/fill/w_79,h_62,al_c,q_80,usm_0.66_1.00_0.01,blur_3/3fbc45_86ca0cc875e3483ca94b23f2f49aa14f.jpg	(from https://clai2faz.wixsite.com/clai2faz/about)
05:13:17	24137/24137	U-----	200	untouched ('')	image/JPEG	etag:%2269b8c1209e1185440ee32cdb57e7a54d24137%22	https://static.wixstatic.com/media/3fbc45_d310e6b289f8468cbb1d5065d78fcd60.jpg/v1/fill/w_142,h_106,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_d310e6b289f8468cbb1d5065d78fcd60.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_d310e6b289f8468cbb1d5065d78fcd60.jpg/v1/fill/w_142,h_106,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_d310e6b289f8468cbb1d5065d78fcd60.jpg	(from https://clai2faz.wixsite.com/clai2faz/about)
05:13:18	44721/44721	U-----	200	untouched ('')	image/JPEG	etag:%22e7c9e92b403b5e45405092513b5d14d744721%22	https://static.wixstatic.com/media/3fbc45_95cdf68c338c48ee81bf71f20ee03978.jpg/v1/fill/w_480,h_359,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_95cdf68c338c48ee81bf71f20ee03978.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_95cdf68c338c48ee81bf71f20ee03978.jpg/v1/fill/w_480,h_359,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_95cdf68c338c48ee81bf71f20ee03978.jpg	(from https://clai2faz.wixsite.com/clai2faz/events)
05:13:18	7418/7418	U-----	200	untouched ('')	image/JPEG	etag:%22d43a26e98de2b0f7883e1ce0a37347927418%22	https://static.wixstatic.com/media/3fbc45_072dc25b057a40d895691b8a024d71fc.jpg/v1/fill/w_126,h_122,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_072dc25b057a40d895691b8a024d71fc.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_072dc25b057a40d895691b8a024d71fc.jpg/v1/fill/w_126,h_122,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_072dc25b057a40d895691b8a024d71fc.jpg	(from https://clai2faz.wixsite.com/clai2faz/events)
05:13:18	5584/5584	U-----	200	untouched ('')	image/JPEG	etag:%229b351505f77b2afb71e7878c20416be95584%22	https://static.wixstatic.com/media/3fbc45_c976332a06c343ca94061ecf7a675db7.jpg/v1/fill/w_138,h_92,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_c976332a06c343ca94061ecf7a675db7.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_c976332a06c343ca94061ecf7a675db7.jpg/v1/fill/w_138,h_92,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_c976332a06c343ca94061ecf7a675db7.jpg	(from https://clai2faz.wixsite.com/clai2faz/events)
05:13:18	41587/41587	U-----	200	untouched ('')	image/JPEG	etag:%2204735450aa858145325228e5379681ca41587%22	https://static.wixstatic.com/media/3fbc45_b57973b42e7e455b8456edebf27a677b.jpg/v1/fill/w_480,h_360,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_b57973b42e7e455b8456edebf27a677b.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_b57973b42e7e455b8456edebf27a677b.jpg/v1/fill/w_480,h_360,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_b57973b42e7e455b8456edebf27a677b.jpg	(from https://clai2faz.wixsite.com/clai2faz/music)
05:13:18	27139/27139	U-----	200	untouched ('')	image/PNG	etag:%2204dfb95f9af8a619a8f06ad9e6ce5a8927139%22	https://static.wixstatic.com/media/3fbc45_3879b4f603e64f68896095ba9a55d7bd.jpg/v1/fill/w_121,h_90,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_3879b4f603e64f68896095ba9a55d7bd.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_3879b4f603e64f68896095ba9a55d7bd.jpg/v1/fill/w_121,h_90,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_3879b4f603e64f68896095ba9a55d7bd.png	(from https://clai2faz.wixsite.com/clai2faz/events)
05:13:19	206/206	U-----	200	untouched ('')	image/png	etag:%224afc534f150b266091912d1c8f2035a3%22	https://static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/indented_bg.png	C:/Mes%20Sites%20Web/Clai2Faz/static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/indented_bg.png	(from https://clai2faz.wixsite.com/clai2faz/evt)
05:13:19	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Sat,%2005%20Oct%202019%2003:13:19%20GMT	https://static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/viewer/button/button-gradient.png	C:/Mes%20Sites%20Web/Clai2Faz/static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/viewer/button/button-gradient.2e.delayed	(from https://clai2faz.wixsite.com/clai2faz/evt)
05:13:20	3290/3290	U-----	200	untouched ('')	image/png	etag:%2276381ac45ccb79e66c7423da0f82473d%22	https://static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/error.png	C:/Mes%20Sites%20Web/Clai2Faz/static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/error.png	(from https://clai2faz.wixsite.com/clai2faz/evt)
05:13:20	4381/4381	U-----	200	untouched ('')	image/png	etag:%22fa8e3a69e31e9ecf1202626abd54ce67%22	https://static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/arrows_white.png	C:/Mes%20Sites%20Web/Clai2Faz/static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/arrows_white.png	(from https://clai2faz.wixsite.com/clai2faz/evt)
05:13:20	2246/2246	U-----	200	untouched ('')	image/png	etag:%2221c060cecb3c01f833e871c38d66b2cf%22	https://static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/wix_apps/magnify.png	C:/Mes%20Sites%20Web/Clai2Faz/static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/wix_apps/magnify.png	(from https://clai2faz.wixsite.com/clai2faz/evt)
05:13:20	1659/1659	U-----	200	untouched ('')	image/png	etag:%22a5fe63a13ead50d930388b82bc935b27%22	https://static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/x_button.png	C:/Mes%20Sites%20Web/Clai2Faz/static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/x_button.png	(from https://clai2faz.wixsite.com/clai2faz/evt)
05:13:20	6537/6537	U-----	200	untouched ('')	image/png	etag:%2260b610cd866122d31a8b342caa865172%22	https://static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/arrows_white_new3.png	C:/Mes%20Sites%20Web/Clai2Faz/static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/arrows_white_new3.png	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:13:20	12474/12474	U-----	200	untouched ('')	image/jpeg	etag:%2269436e257f5c7b41a7c2e7655183a30d%22	https://static.wixstatic.com/media/3fbc45_60bf9ccddb614d6cbf0d26cc739e19d2.jpg/v1/fill/w_269,h_250,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_60bf9ccddb614d6cbf0d26cc739e19d2.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_60bf9ccddb614d6cbf0d26cc739e19d2.jpg/v1/fill/w_269,h_250,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_60bf9ccddb614d6cbf0d26cc739e19d2.jpg	(from https://clai2faz.wixsite.com/clai2faz/evt)
05:13:21	16340/16340	U-----	200	untouched ('')	image/jpeg	etag:%225c76f87096c7b5f166081f0728a55b87%22	https://static.wixstatic.com/media/3fbc45_08aea7b0df9041518d90025e5e20d72e.jpg/v1/fill/w_186,h_262,al_c,q_80,blur_3/3fbc45_08aea7b0df9041518d90025e5e20d72e.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_08aea7b0df9041518d90025e5e20d72e.jpg/v1/fill/w_186,h_262,al_c,q_80,blur_3/3fbc45_08aea7b0df9041518d90025e5e20d72e.jpg	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:13:33	569701/569701	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:13:21%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery?lightbox=imagel65	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/gallery2e29.html	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:13:33	469329/469329	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:13:21%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery?lightbox=image1i3h	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/gallery47c6.html	(from https://clai2faz.wixsite.com/clai2faz/gallery)
